2025-08-11 16:27:57:288 | IntuneMDM-Daemon | I | 89007856 | FullSyncWorkflow | Starting sidecar gateway service checkin
    EnforcementState = 1000;
}, "Policy": {
    AppInfos =     (
                {
            AppVersion = "1.9.7";
            BundleId = "com.fatcatsoftware.pledpro";
        }
    );
    AppType = 0;
    ApplicationName = "PlistEdit Pro 1.9.7";
    ApplicationRequirements =     {
        MinOSVersion =         {
            MajorVersion = 12;
            MinorVersion = 0;
        };
        SupportedArchitecture = 0;
    };
    AvailableAppEnforcement = 0;
    IgnoreVersioning = 0;
    Intent = 3;
    PolicyId = "f2567800-c0a3-4742-ab42-567dc1450776";
    PolicyVersion = 1;
    PrimaryApplicationBundleId = "com.fatcatsoftware.pledpro";
    TargetType = 2;
}, "ApplicationName": PlistEdit Pro 1.9.7, "Intent": 3, "ComplianceStateMessage": {
    Applicability = 0;
    ComplianceState = 1;
    DesiredState = 2;
    InstallContext = 2;
    ProductVersion = "1.9.7";
    TargetType = 2;
}, "ResultCreatedTimeUTC": 2025-08-11T21:27:58Z], CachedPolicyResult: ["PolicyVersion": 1, "ComplianceStateMessage": {
    Applicability = 0;
    ComplianceState = 1;
    DesiredState = 2;
    InstallContext = 2;
    ProductVersion = "1.9.7";
    TargetType = 2;
}, "Intent": 3, "ResultCreatedTimeUTC": 2025-06-16T01:22:20Z, "EnforcementStateMessage": {
    EnforcementState = 1000;
}, "Policy": {
    AppInfos =     (
                {
            AppVersion = "1.9.7";
            BundleId = "com.fatcatsoftware.pledpro";
        }
    );
    AppType = 0;
    ApplicationName = "PlistEdit Pro 1.9.7";
    ApplicationRequirements =     {
        MinOSVersion =         {
            MajorVersion = 12;
            MinorVersion = 0;
        };
        SupportedArchitecture = 0;
    };
    AvailableAppEnforcement = 0;
    IgnoreVersioning = 0;
    Intent = 3;
    PolicyId = "f2567800-c0a3-4742-ab42-567dc1450776";
    PolicyVersion = 1;
    PrimaryApplicationBundleId = "com.fatcatsoftware.pledpro";
    TargetType = 2;
}, "ApplicationName": PlistEdit Pro 1.9.7, "PolicyType": 12, "PolicyId": f2567800-c0a3-4742-ab42-567dc1450776]
2025-08-11 16:27:58:376 | IntuneMDM-Daemon | I | 89007862 | AppResultStateChangeManager | This policy has been executed on this device before the current check-in. PolicyID: b69eea78-ae15-400c-ba0b-5fe91e1f96db
2025-08-11 16:27:58:376 | IntuneMDM-Daemon | I | 89007862 | CoreDataAppStateChangePersistence | Fetch app policy state change records. PolicyID: []
2025-08-11 16:27:58:376 | IntuneMDM-Daemon | E | 89007862 | CoreDataAppStateChangePersistence | Failed to process AppStateChangeItem Error: AppStateChangeError.decodingFailure
2025-08-11 16:27:58:376 | IntuneMDM-Daemon | E | 89007862 | CoreDataAppStateChangePersistence | Failed to process AppStateChangeItem Error: AppStateChangeError.decodingFailure
2025-08-11 16:27:58:376 | IntuneMDM-Daemon | E | 89007862 | CoreDataAppStateChangePersistence | Failed to process AppStateChangeItem Error: AppStateChangeError.decodingFailure
2025-08-11 16:27:58:376 | IntuneMDM-Daemon | E | 89007862 | CoreDataAppStateChangePersistence | Failed to process AppStateChangeItem Error: AppStateChangeError.decodingFailure
2025-08-11 16:27:58:376 | IntuneMDM-Daemon | I | 89007862 | AppResultStateChangeManager | Compare current result object to the result object stored in the cache. PolicyID: b69eea78-ae15-400c-ba0b-5fe91e1f96db
2025-08-11 16:27:58:376 | IntuneMDM-Daemon | I | 89007862 | AppResultStateChangeManager | Cached app policy result matches the current policy result. PolicyID: b69eea78-ae15-400c-ba0b-5fe91e1f96db, PolicyResult: ["PolicyVersion": 1, "PolicyId": b69eea78-ae15-400c-ba0b-5fe91e1f96db, "PolicyType": 12, "EnforcementStateMessage": {
    EnforcementState = 1000;
}, "Policy": {
    AppInfos =     (
                {
            AppVersion = "9.1.6";
            BundleId = "ch.sudo.cyberduck";
        }
    );
    AppType = 0;
    ApplicationName = "Cyberduck 9.1.6";
    ApplicationRequirements =     {
        MinOSVersion =         {
            MajorVersion = 10;
            MinorVersion = 13;
        };
        SupportedArchitecture = 0;
    };
    AvailableAppEnforcement = 1;
    IgnoreVersioning = 0;
    Intent = 1;
    PolicyId = "b69eea78-ae15-400c-ba0b-5fe91e1f96db";
    PolicyVersion = 1;
    PrimaryApplicationBundleId = "ch.sudo.cyberduck";
    TargetType = 1;
}, "ApplicationName": Cyberduck 9.1.6, "Intent": 1, "ComplianceStateMessage": {
    Applicability = 0;
    ComplianceState = 1;
    DesiredState = 4;
    InstallContext = 2;
    ProductVersion = "9.1.6";
    TargetType = 1;
}, "ResultCreatedTimeUTC": 2025-08-11T21:27:58Z], CachedPolicyResult: ["PolicyVersion": 1, "ComplianceStateMessage": {
    Applicability = 0;
    ComplianceState = 1;
    DesiredState = 4;
    InstallContext = 2;
    ProductVersion = "9.1.6";
    TargetType = 1;
}, "Intent": 1, "ResultCreatedTimeUTC": 2025-07-06T20:21:52Z, "EnforcementStateMessage": {
    EnforcementState = 1000;
}, "Policy": {
    AppInfos =     (
                {
            AppVersion = "9.1.6";
            BundleId = "ch.sudo.cyberduck";
        }
    );
    AppType = 0;
    ApplicationName = "Cyberduck 9.1.6";
    ApplicationRequirements =     {
        MinOSVersion =         {
            MajorVersion = 10;
            MinorVersion = 13;
        };
        SupportedArchitecture = 0;
    };
    AvailableAppEnforcement = 0;
    IgnoreVersioning = 0;
    Intent = 1;
    PolicyId = "b69eea78-ae15-400c-ba0b-5fe91e1f96db";
    PolicyVersion = 1;
    PrimaryApplicationBundleId = "ch.sudo.cyberduck";
    TargetType = 1;
}, "ApplicationName": Cyberduck 9.1.6, "PolicyType": 12, "PolicyId": b69eea78-ae15-400c-ba0b-5fe91e1f96db]
2025-08-11 16:27:58:376 | IntuneMDM-Daemon | I | 89007862 | CoreDataAppStateChangePersistence | Fetch app policy state change records. PolicyID: []
2025-08-11 16:27:58:376 | IntuneMDM-Daemon | E | 89007862 | CoreDataAppStateChangePersistence | Failed to process AppStateChangeItem Error: AppStateChangeError.decodingFailure
2025-08-11 16:27:58:376 | IntuneMDM-Daemon | E | 89007862 | CoreDataAppStateChangePersistence | Failed to process AppStateChangeItem Error: AppStateChangeError.decodingFailure
2025-08-11 16:27:58:376 | IntuneMDM-Daemon | E | 89007862 | CoreDataAppStateChangePersistence | Failed to process AppStateChangeItem Error: AppStateChangeError.decodingFailure
2025-08-11 16:27:58:376 | IntuneMDM-Daemon | E | 89007862 | CoreDataAppStateChangePersistence | Failed to process AppStateChangeItem Error: AppStateChangeError.decodingFailure
2025-08-11 16:27:58:377 | IntuneMDM-Daemon | I | 89007862 | AppPolicyResultsReporter | Deciding whether to submit full sync report or app state change report based on oldest gateway upload Date: 2025-05-17 19:05:36 +0000, Duration: 86, Result: submitting full sync report
2025-08-11 16:27:58:377 | IntuneMDM-Daemon | I | 89007862 | AppPolicyResultsReporter | Create full sync report for app policies PolicyType: macAppInstall, Count: 10, PolicyID: 4a4b431d-4cd1-4965-8b18-2ca38c8ab119, cd86907b-3b40-4472-9f5f-e673a832b77d, 80f4c7e2-15c1-46d9-900a-574332849086, e33551de-0398-4441-98b4-d8b6de28a4cd, a6a07cfd-1f03-4748-b57a-4da6832d6a35, e6bc7909-8b41-4a16-b0bd-a7fdc6fdae81, f2567800-c0a3-4742-ab42-567dc1450776, 2cab453d-9c86-4834-ba51-c5b96886e0e7, b69eea78-ae15-400c-ba0b-5fe91e1f96db, 1fa0c54e-bb20-4ba3-8fc0-e9b6990d7a3e
2025-08-11 16:27:58:377 | IntuneMDM-Daemon | I | 89007862 | AppPolicyResultsReporter | Number of app policies executed PolicyType: macAppInstall, Count: 10, PolicyID: 4a4b431d-4cd1-4965-8b18-2ca38c8ab119, cd86907b-3b40-4472-9f5f-e673a832b77d, 80f4c7e2-15c1-46d9-900a-574332849086, e33551de-0398-4441-98b4-d8b6de28a4cd, a6a07cfd-1f03-4748-b57a-4da6832d6a35, e6bc7909-8b41-4a16-b0bd-a7fdc6fdae81, f2567800-c0a3-4742-ab42-567dc1450776, 2cab453d-9c86-4834-ba51-c5b96886e0e7, b69eea78-ae15-400c-ba0b-5fe91e1f96db, 1fa0c54e-bb20-4ba3-8fc0-e9b6990d7a3e
2025-08-11 16:27:58:377 | IntuneMDM-Daemon | I | 89007862 | AppPolicyResultsReporter | Reporting results for mac app policies PolicyType: macAppInstall, Count: 10
2025-08-11 16:27:58:377 | IntuneMDM-Daemon | I | 89007862 | SyncActivityTracer | Reporting results Context: apply mac app policies, Count: 10, PolicyID: ["4a4b431d-4cd1-4965-8b18-2ca38c8ab119", "cd86907b-3b40-4472-9f5f-e673a832b77d", "80f4c7e2-15c1-46d9-900a-574332849086", "e33551de-0398-4441-98b4-d8b6de28a4cd", "a6a07cfd-1f03-4748-b57a-4da6832d6a35", "e6bc7909-8b41-4a16-b0bd-a7fdc6fdae81", "f2567800-c0a3-4742-ab42-567dc1450776", "2cab453d-9c86-4834-ba51-c5b96886e0e7", "b69eea78-ae15-400c-ba0b-5fe91e1f96db", "1fa0c54e-bb20-4ba3-8fc0-e9b6990d7a3e"]
2025-08-11 16:27:58:377 | IntuneMDM-Daemon | I | 89007862 | SidecarService | Reporting results for mac app policies. Count: 10
2025-08-11 16:27:58:377 | IntuneMDM-Daemon | I | 89007862 | HttpClientLogger | Priming connection for data upload Size: 12899
2025-08-11 16:27:58:906 | IntuneMDM-Daemon | I | *89007833 | HttpClientLogger | Network request succeeded. Method: HEAD, StatusCode: 200, Description: ok, URL: https://agents.msua08.manage.microsoft.com/TrafficGateway/TrafficRoutingService/SideCar/StatelessSideCarGatewayService/SideCarGatewaySessions('4E210016-5879-4EA1-99F9-C07BE8385CD8')?api-version=1.1, ClientRequestId: 30E76A74-1DF5-4818-8ACB-A745640A3AD4
2025-08-11 16:27:59:113 | IntuneMDM-Daemon | I | *89007833 | HttpClientLogger | Network request succeeded. Method: PUT, StatusCode: 200, Description: ok, URL: https://agents.msua08.manage.microsoft.com/TrafficGateway/TrafficRoutingService/SideCar/StatelessSideCarGatewayService/SideCarGatewaySessions('4E210016-5879-4EA1-99F9-C07BE8385CD8')?api-version=1.1, ClientRequestId: 30E76A74-1DF5-4818-8ACB-A745640A3AD4
2025-08-11 16:27:59:113 | IntuneMDM-Daemon | I | 89007861 | SidecarService | Successfully received response from Sidecar GW service.
2025-08-11 16:27:59:193 | IntuneMDM-Daemon | I | *89007833 | HttpClientLogger | Network request succeeded. Method: PUT, StatusCode: 200, Description: ok, URL: https://agents.msua08.manage.microsoft.com/TrafficGateway/TrafficRoutingService/SideCar/StatelessSideCarGatewayService/SideCarGatewaySessions('3D1D48B7-7A05-419C-A21C-BD64D85D8AA5')?api-version=1.1, ClientRequestId: B73C968F-DEF4-444D-9C0F-4D042B04E149
2025-08-11 16:27:59:194 | IntuneMDM-Daemon | I | 89007866 | SidecarService | Successfully received response from Sidecar GW service.
2025-08-11 16:27:59:239 | IntuneMDM-Daemon | I | 89007866 | SyncActivityTracer | Validating data Context: apply script policies, Count: 8, PolicyID: ["870e52d8-bca7-4aa8-a800-e62cadfc7894", "9100a3da-2242-4904-a082-6b533ff6556b", "4bf61777-be74-48fd-b18b-373b792ef062", "08bbfc65-38c5-48b2-9141-e266476c35dc", "7b2f31ee-00fc-435f-bb02-ba54e1501a62", "3a74b18e-3099-49a6-910a-ea66a6cfec6c", "dada4340-d7c1-4f78-9f85-a60191665b6b", "43511f7c-8c89-4c70-9ea9-8a15c094ddba"]
2025-08-11 16:27:59:239 | IntuneMDM-Daemon | I | 89007866 | SyncActivityTracer | Processing data Context: apply script policies, Count: 8, PolicyID: ["870e52d8-bca7-4aa8-a800-e62cadfc7894", "9100a3da-2242-4904-a082-6b533ff6556b", "4bf61777-be74-48fd-b18b-373b792ef062", "08bbfc65-38c5-48b2-9141-e266476c35dc", "7b2f31ee-00fc-435f-bb02-ba54e1501a62", "3a74b18e-3099-49a6-910a-ea66a6cfec6c", "dada4340-d7c1-4f78-9f85-a60191665b6b", "43511f7c-8c89-4c70-9ea9-8a15c094ddba"]
2025-08-11 16:27:59:239 | IntuneMDM-Daemon | I | 89007866 | RecurringScriptPolicyCoordinator | Found scripts to schedule Count: 2, PolicyID: ["870e52d8-bca7-4aa8-a800-e62cadfc7894", "08bbfc65-38c5-48b2-9141-e266476c35dc"]
2025-08-11 16:27:59:240 | IntuneMDM-Daemon | I | 89007856 | AdHocScriptProcessor | Not running script policy because this policy has already been run. PolicyID: 9100a3da-2242-4904-a082-6b533ff6556b
2025-08-11 16:27:59:240 | IntuneMDM-Daemon | I | 89007856 | ExecutionClock | Policy measurement. ID: 9100a3da-2242-4904-a082-6b533ff6556b, Context: shellScript, Duration: 0.0007899999618530273, Status: success
2025-08-11 16:27:59:240 | IntuneMDM-Daemon | I | 89007866 | ScriptPolicyRunner | Running recurring script policy PolicyID: 870e52d8-bca7-4aa8-a800-e62cadfc7894, ExecutionContext: root, ExecutionFrequency: 1800, RetryCount: 0, BlockExecutionNotifications: true
2025-08-11 16:27:59:240 | IntuneMDM-Daemon | I | 89007860 | ScriptPolicyRunner | Running custom attribute policy PolicyID: 3a74b18e-3099-49a6-910a-ea66a6cfec6c, ExecutionContext: root, ExecutionFrequency: 0, RetryCount: 0, BlockExecutionNotifications: true
2025-08-11 16:27:59:240 | IntuneMDM-Daemon | I | 89007865 | ScriptPolicyRunner | Running custom attribute policy PolicyID: 7b2f31ee-00fc-435f-bb02-ba54e1501a62, ExecutionContext: root, ExecutionFrequency: 0, RetryCount: 0, BlockExecutionNotifications: true
2025-08-11 16:27:59:241 | IntuneMDM-Daemon | I | 89007863 | ScriptPolicyRunner | Running custom attribute policy PolicyID: 43511f7c-8c89-4c70-9ea9-8a15c094ddba, ExecutionContext: root, ExecutionFrequency: 0, RetryCount: 0, BlockExecutionNotifications: true
2025-08-11 16:27:59:241 | IntuneMDM-Daemon | I | 89007866 | ScriptOrchestrationLogger | Running management script. Domain: policy, User: root, PolicyID: 870e52d8-bca7-4aa8-a800-e62cadfc7894
2025-08-11 16:27:59:241 | IntuneMDM-Daemon | I | 89007853 | ScriptPolicyRunner | Running recurring script policy PolicyID: 08bbfc65-38c5-48b2-9141-e266476c35dc, ExecutionContext: user, ExecutionFrequency: 86400, RetryCount: 3, BlockExecutionNotifications: true
2025-08-11 16:27:59:241 | IntuneMDM-Daemon | I | 89007958 | AdHocScriptProcessor | Not running script policy because this policy has already been run. PolicyID: 4bf61777-be74-48fd-b18b-373b792ef062
2025-08-11 16:27:59:241 | IntuneMDM-Daemon | I | 89007958 | ExecutionClock | Policy measurement. ID: 4bf61777-be74-48fd-b18b-373b792ef062, Context: shellScript, Duration: 0.0015670061111450195, Status: success
2025-08-11 16:27:59:241 | IntuneMDM-Daemon | I | 89007862 | ScriptPolicyRunner | Running custom attribute policy PolicyID: dada4340-d7c1-4f78-9f85-a60191665b6b, ExecutionContext: root, ExecutionFrequency: 0, RetryCount: 0, BlockExecutionNotifications: true
2025-08-11 16:27:59:241 | IntuneMDM-Daemon | I | 89007958 | ScriptOrchestrationLogger | Running management script. Domain: policy, User: root, PolicyID: 7b2f31ee-00fc-435f-bb02-ba54e1501a62
2025-08-11 16:27:59:241 | IntuneMDM-Daemon | I | 89007860 | ScriptOrchestrationLogger | Running management script. Domain: policy, User: root, PolicyID: 3a74b18e-3099-49a6-910a-ea66a6cfec6c
2025-08-11 16:27:59:241 | IntuneMDM-Daemon | I | 89007862 | ScriptOrchestrationLogger | Running management script. Domain: policy, User: root, PolicyID: dada4340-d7c1-4f78-9f85-a60191665b6b
2025-08-11 16:27:59:241 | IntuneMDM-Daemon | W | 89007863 | ScriptPolicyRunner | Script advisory on custom attribute policy PolicyID: 43511f7c-8c89-4c70-9ea9-8a15c094ddba, Description: [zsh usage]
2025-08-11 16:27:59:241 | IntuneMDM-Daemon | I | 89007863 | ScriptOrchestrationLogger | Running management script. Domain: policy, User: root, PolicyID: 43511f7c-8c89-4c70-9ea9-8a15c094ddba
2025-08-11 16:27:59:242 | IntuneMDM-Daemon | W | 89007853 | ScriptPolicyRunner | Script advisory on recurring script policy PolicyID: 08bbfc65-38c5-48b2-9141-e266476c35dc, Description: [zsh usage]
2025-08-11 16:27:59:242 | IntuneMDM-Daemon | I | 89007890 | ScriptOrchestrationLogger | Running management script. Domain: policy, User: 502, PolicyID: 08bbfc65-38c5-48b2-9141-e266476c35dc
2025-08-11 16:27:59:341 | IntuneMDM-Daemon | I | 89007862 | ScriptOrchestrationLogger | Finished management script. Domain: policy, User: root, PolicyID: 870e52d8-bca7-4aa8-a800-e62cadfc7894
2025-08-11 16:27:59:343 | IntuneMDM-Daemon | I | 89007862 | ScriptPolicyRunner | Recurring script policy ran PolicyID: 870e52d8-bca7-4aa8-a800-e62cadfc7894, TotalRetries: 0, Status: Success, ExitCode: 0
2025-08-11 16:27:59:343 | IntuneMDM-Daemon | I | 89007856 | ScriptOrchestrationLogger | Finished management script. Domain: policy, User: root, PolicyID: 7b2f31ee-00fc-435f-bb02-ba54e1501a62
2025-08-11 16:27:59:343 | IntuneMDM-Daemon | I | 89007958 | ScriptOrchestrationLogger | Finished management script. Domain: policy, User: root, PolicyID: dada4340-d7c1-4f78-9f85-a60191665b6b
2025-08-11 16:27:59:344 | IntuneMDM-Daemon | I | 89007862 | ScriptStateChangeManager | This policy has been executed on this device before the current check-in. PolicyID: 870e52d8-bca7-4aa8-a800-e62cadfc7894
2025-08-11 16:27:59:345 | IntuneMDM-Daemon | I | 89007862 | ScriptStateChangeManager | Compare current result object to the result object stored in the cache. PolicyID: 870e52d8-bca7-4aa8-a800-e62cadfc7894
2025-08-11 16:27:59:345 | IntuneMDM-Daemon | I | 89007862 | ScriptStateChangeManager | Cached script policy result matches the current policy result PolicyID: 870e52d8-bca7-4aa8-a800-e62cadfc7894
2025-08-11 16:27:59:345 | IntuneMDM-Daemon | I | 89007862 | RecurringScriptPolicyCoordinator | Adding script to scheduler PolicyID: 870e52d8-bca7-4aa8-a800-e62cadfc7894
2025-08-11 16:27:59:345 | IntuneMDM-Daemon | I | 89007862 | ExecutionClock | Policy measurement. ID: 870e52d8-bca7-4aa8-a800-e62cadfc7894, Context: shellScript, Duration: 0.10597097873687744, Status: success
2025-08-11 16:27:59:346 | IntuneMDM-Daemon | I | 89007856 | ScriptPolicyRunner | Custom attribute policy ran PolicyID: 7b2f31ee-00fc-435f-bb02-ba54e1501a62, TotalRetries: 0, Status: Success, ExitCode: 0
2025-08-11 16:27:59:346 | IntuneMDM-Daemon | I | 89007856 | ExecutionClock | Policy measurement. ID: 7b2f31ee-00fc-435f-bb02-ba54e1501a62, Context: customAttribute, Duration: 0.10651993751525879, Status: success
2025-08-11 16:27:59:347 | IntuneMDM-Daemon | I | 89007856 | ScriptPolicyRunner | Custom attribute policy ran PolicyID: dada4340-d7c1-4f78-9f85-a60191665b6b, TotalRetries: 0, Status: Success, ExitCode: 0
2025-08-11 16:27:59:347 | IntuneMDM-Daemon | I | 89007856 | ExecutionClock | Policy measurement. ID: dada4340-d7c1-4f78-9f85-a60191665b6b, Context: customAttribute, Duration: 0.10782003402709961, Status: success
2025-08-11 16:27:59:372 | IntuneMDM-Daemon | I | 89007856 | ScriptOrchestrationLogger | Finished management script. Domain: policy, User: 502, PolicyID: 08bbfc65-38c5-48b2-9141-e266476c35dc
2025-08-11 16:27:59:384 | IntuneMDM-Daemon | I | 89007860 | ScriptPolicyRunner | Recurring script policy ran PolicyID: 08bbfc65-38c5-48b2-9141-e266476c35dc, TotalRetries: 0, Status: Success, ExitCode: 0
2025-08-11 16:27:59:385 | IntuneMDM-Daemon | I | 89007860 | ScriptStateChangeManager | This policy has been executed on this device before the current check-in. PolicyID: 08bbfc65-38c5-48b2-9141-e266476c35dc
2025-08-11 16:27:59:385 | IntuneMDM-Daemon | I | 89007860 | ScriptStateChangeManager | Compare current result object to the result object stored in the cache. PolicyID: 08bbfc65-38c5-48b2-9141-e266476c35dc
2025-08-11 16:27:59:385 | IntuneMDM-Daemon | I | 89007860 | ScriptStateChangeManager | Cached script policy result matches the current policy result PolicyID: 08bbfc65-38c5-48b2-9141-e266476c35dc
2025-08-11 16:27:59:385 | IntuneMDM-Daemon | I | 89007860 | RecurringScriptPolicyCoordinator | Adding script to scheduler PolicyID: 08bbfc65-38c5-48b2-9141-e266476c35dc
2025-08-11 16:27:59:385 | IntuneMDM-Daemon | I | 89007860 | ExecutionClock | Policy measurement. ID: 08bbfc65-38c5-48b2-9141-e266476c35dc, Context: shellScript, Duration: 0.1462559700012207, Status: success
2025-08-11 16:27:59:441 | IntuneMDM-Daemon | I | 89008072 | ScriptOrchestrationLogger | Finished management script. Domain: policy, User: root, PolicyID: 43511f7c-8c89-4c70-9ea9-8a15c094ddba
2025-08-11 16:27:59:442 | IntuneMDM-Daemon | I | 89008072 | ScriptPolicyRunner | Custom attribute policy ran PolicyID: 43511f7c-8c89-4c70-9ea9-8a15c094ddba, TotalRetries: 0, Status: Success, ExitCode: 0
2025-08-11 16:27:59:442 | IntuneMDM-Daemon | I | 89008072 | ExecutionClock | Policy measurement. ID: 43511f7c-8c89-4c70-9ea9-8a15c094ddba, Context: customAttribute, Duration: 0.20275890827178955, Status: success
2025-08-11 16:27:59:461 | IntuneMDM-Daemon | I | 89007861 | SyncActivityRunner | Finished executing sync activity Context: apply mac app policies
2025-08-11 16:27:59:461 | IntuneMDM-Daemon | I | 89007861 | ExecutionClock | Activity measurement. ID: 0E75A531-9B77-4AD5-A994-BFCCA8D1AC6A, Context: apply mac app policies, Duration: 2.1726900339126587, Status: success
2025-08-11 16:28:00:452 | IntuneMDM-Daemon | I | 89007863 | ScriptOrchestrationLogger | Finished management script. Domain: policy, User: root, PolicyID: 3a74b18e-3099-49a6-910a-ea66a6cfec6c
2025-08-11 16:28:00:453 | IntuneMDM-Daemon | I | 89007863 | ScriptPolicyRunner | Custom attribute policy ran PolicyID: 3a74b18e-3099-49a6-910a-ea66a6cfec6c, TotalRetries: 0, Status: Success, ExitCode: 0
2025-08-11 16:28:00:453 | IntuneMDM-Daemon | I | 89007863 | ExecutionClock | Policy measurement. ID: 3a74b18e-3099-49a6-910a-ea66a6cfec6c, Context: customAttribute, Duration: 1.2140289545059204, Status: success
2025-08-11 16:28:00:453 | IntuneMDM-Daemon | I | 89007863 | SyncActivityTracer | Reporting results Context: apply script policies, Count: 8, PolicyID: ["9100a3da-2242-4904-a082-6b533ff6556b", "4bf61777-be74-48fd-b18b-373b792ef062", "870e52d8-bca7-4aa8-a800-e62cadfc7894", "7b2f31ee-00fc-435f-bb02-ba54e1501a62", "dada4340-d7c1-4f78-9f85-a60191665b6b", "08bbfc65-38c5-48b2-9141-e266476c35dc", "43511f7c-8c89-4c70-9ea9-8a15c094ddba", "3a74b18e-3099-49a6-910a-ea66a6cfec6c"]
2025-08-11 16:28:00:454 | IntuneMDM-Daemon | I | 89007863 | ScriptStateChangeReporter | Deciding whether to submit full sync report or script state change report based on oldest gateway upload Date: 2025-08-05 12:16:12 +0000, Duration: 6, Result: submitting script state change report
2025-08-11 16:28:00:454 | IntuneMDM-Daemon | I | 89007863 | ScriptStateChangeReporter | Create state change report for script policies PolicyType: shellScript, Count: 0, PolicyID: 
2025-08-11 16:28:00:454 | IntuneMDM-Daemon | I | 89007863 | ScriptStateChangeReporter | Reporting results for script policies PolicyType: shellScript, Count: 0
2025-08-11 16:28:00:454 | IntuneMDM-Daemon | W | 89007863 | CoreDataScriptStateChangePersistence | Could not find ScriptStateChangeItems to update LastUploadResultTimestamp on PolicyID: []
2025-08-11 16:28:00:455 | IntuneMDM-Daemon | W | 89007863 | CoreDataScriptStateChangePersistence | Could not find ScriptStateChangeItem to update resultChanged PolicyID: []
2025-08-11 16:28:00:455 | IntuneMDM-Daemon | I | 89007863 | SidecarService | Reporting policy results. Count: 6
2025-08-11 16:28:00:455 | IntuneMDM-Daemon | I | 89007863 | HttpClientLogger | Priming connection for data upload Size: 1616
2025-08-11 16:28:01:188 | IntuneMDM-Daemon | I | *89007833 | HttpClientLogger | Network request succeeded. Method: HEAD, StatusCode: 200, Description: ok, URL: https://agents.msua08.manage.microsoft.com/TrafficGateway/TrafficRoutingService/SideCar/StatelessSideCarGatewayService/SideCarGatewaySessions('F0C40A65-6484-43B5-8BC6-98E19A691877')?api-version=1.1, ClientRequestId: 3AD28383-B559-4A24-87F5-41D455ECEA71
2025-08-11 16:28:01:314 | IntuneMDM-Daemon | I | *89007833 | HttpClientLogger | Network request succeeded. Method: PUT, StatusCode: 200, Description: ok, URL: https://agents.msua08.manage.microsoft.com/TrafficGateway/TrafficRoutingService/SideCar/StatelessSideCarGatewayService/SideCarGatewaySessions('F0C40A65-6484-43B5-8BC6-98E19A691877')?api-version=1.1, ClientRequestId: 3AD28383-B559-4A24-87F5-41D455ECEA71
2025-08-11 16:28:01:314 | IntuneMDM-Daemon | I | 89007860 | SidecarService | Successfully received response from Sidecar GW service.
2025-08-11 16:28:01:314 | IntuneMDM-Daemon | I | 89007860 | SyncActivityRunner | Finished executing sync activity Context: apply script policies
2025-08-11 16:28:01:314 | IntuneMDM-Daemon | I | 89007860 | ExecutionClock | Activity measurement. ID: 5766454D-5F20-411C-AD36-44CE83BEAAE5, Context: apply script policies, Duration: 4.0254950523376465, Status: success
2025-08-11 16:28:01:314 | IntuneMDM-Daemon | I | 89007860 | FullSyncWorkflow | Finished sidecar gateway service checkin
